firstName,apiVersion,script,id,firstName,lastName,countryOrigin,countryOriginAlt,countriesOriginTop,score,regionOrigin,topRegionOrigin,subRegionOrigin,probabilityCalibrated,probabilityAltCalibrated
lola,namsor_api_2.0.24,LATIN,a67f69c9-ae47-4893-9f98-f77dc3529614,lola,,UZ,GE,"UZ,GE,IL,RS,RS,TJ,AZ,TM,UA,EG",6.96999501,Asia,Asia,Central Asia,0.711327091,0.939819567
gabriel,namsor_api_2.0.24,LATIN,10431192-8500-4610-b616-dcea5c4fc627,gabriel,,RO,FR,"RO,FR,CH,CM,IL,HU,BG,SK,AT,KE",3.2682091,Europe,Europe,Eastern Europe,0.50373723,0.526782838
bonnie,namsor_api_2.0.24,LATIN,827cc5d6-1182-4707-8034-a0ddeab638e4,bonnie,,ZA,BW,"ZA,BW,NL,KE,LR,DK,CM,NA,GB,IL",1.096037406,Africa,Africa,Southern Africa,0.467127988,0.469406326
jordan,namsor_api_2.0.24,LATIN,c6cdf21c-2bf2-4101-9be5-14bf5a795b73,jordan,,BG,RS,"BG,RS,RS,GB,NL,FR,MK,CM,IE,KE",1.791728213,Europe,Europe,Eastern Europe,0.484927445,0.484927445
alice,namsor_api_2.0.24,LATIN,1f9b5206-6157-432d-81b2-06cdd45599a1,alice,,IE,KE,"IE,KE,LR,FR,CM,GB,CH,LB,NL,CZ",0,Europe,Europe,Northern Europe,0.277860752,0.318155806
patrick,namsor_api_2.0.24,LATIN,5fcb1c23-6b58-46a8-b404-33eab3955b10,patrick,,IE,KE,"IE,KE,BE,FR,CH,NL,CM,LR,GB,SE",0,Europe,Europe,Northern Europe,0.293119281,0.354075371
stella,namsor_api_2.0.24,LATIN,3134f4a7-6784-41a0-b2a0-b23a0ebf89ba,stella,,CY,BG,"CY,BG,IT,SE,GB,IL,KE,RO,MD,TZ",0.936774908,Asia,Asia,Western Asia,0.461989509,0.461989509
leon,namsor_api_2.0.24,LATIN,44ea8a62-06de-4b4f-8040-fc3e61c8dcde,leon,,IL,NL,"IL,NL,FR,HR,MD,BE,NA,KE,GB,CM",2.73883191,Asia,Asia,Western Asia,0.498512532,0.546665632
remi,namsor_api_2.0.24,LATIN,be0adfa6-9e95-4b9a-a689-723b476d5f69,remi,,FR,GE,"FR,GE,NL,CH,EE,BF,BE,MG,NO,ID",3.780293666,Europe,Europe,Western Europe,0.547125706,0.621893842
riley,namsor_api_2.0.24,LATIN,295f012e-5e47-43d8-a7ff-36124c7c3b47,riley,,GB,NL,"GB,NL,IL,KH,NA,TW,ZA,KE,LR,ID",1.031882638,Europe,Europe,Northern Europe,0.465104266,0.502594192
olive,namsor_api_2.0.24,LATIN,f1e4fba9-e696-4173-b521-0a7ac5d50715,olive,,GB,CM,"GB,CM,IE,LR,FR,NO,EE,KE,BE,NA",0.239330745,Europe,Europe,Northern Europe,0.390759004,0.426926122
aiden,namsor_api_2.0.24,LATIN,3586bff7-2195-4b3a-96aa-e5b3f680d309,aiden,,KZ,IE,"KZ,IE,GB,KG,MY,AZ,TW,EE,BN,GE",4.547114222,Asia,Asia,Central Asia,0.582813514,0.808960682
millie,namsor_api_2.0.24,LATIN,1baaf001-f279-4eb5-8ba1-6baf6bc9087b,millie,,NL,IE,"NL,IE,GB,KE,IL,ZA,LR,DK,NA,CZ",0,Europe,Europe,Western Europe,0.229389203,0.330882292
carter,namsor_api_2.0.24,LATIN,b4d36fde-b18d-4ea5-9148-44760df8630b,carter,,GB,DK,"GB,DK,SE,NL,KE,LR,CH,IE,DE,BE",0,Europe,Europe,Northern Europe,0.230139577,0.284909414
eloise,namsor_api_2.0.24,LATIN,7b372164-9cd3-48c2-8893-344544b71f16,eloise,,FR,CM,"FR,CM,BE,CH,CF,BF,CI,TD,MG,GB",4.22494184,Europe,Europe,Western Europe,0.570952015,0.785776491
eli,namsor_api_2.0.24,LATIN,0ba91b34-11e1-481a-a19f-cd8fb2657c24,eli,,GE,IL,"GE,IL,AZ,EE,BG,MD,FI,ID,FJ,NA",1.418803354,Asia,Asia,Western Asia,0.476329185,0.602136984
harriet,namsor_api_2.0.24,LATIN,5e957c4e-9fed-489d-bd17-50d391b091cf,harriet,,NL,IE,"NL,IE,GB,KE,LR,BE,IL,DE,AM,VN",3.576215358,Europe,Europe,Western Europe,0.532293402,0.622644971
jayden,namsor_api_2.0.24,LATIN,f55c0fb4-9784-47be-bc55-ee88eb722076,jayden,,GB,NL,"GB,NL,TW,NA,ZA,BG,KR,KE,IE,MY",0.509912839,Europe,Europe,Northern Europe,0.435427282,0.468798189
elena,namsor_api_2.0.24,LATIN,05968375-9b20-4543-a3ca-60f59318e9d9,elena,,RU,MD,"RU,MD,SK,GE,UA,BG,RO,UZ,CY,IL",6.367595128,Europe,Europe,Eastern Europe,0.673521151,0.749503913
luka,namsor_api_2.0.24,LATIN,4218bb7d-d8ee-42b7-98f6-216e4bb7e803,luka,,HR,SI,"HR,SI,GE,CZ,RS,RS,NA,SK,BG,LT",12.23298318,Europe,Europe,Southern Europe,0.869609203,0.900627821
piper,namsor_api_2.0.24,LATIN,1db7ddfa-9ebb-4ea6-816e-a7e802025bd8,piper,,DK,NL,"DK,NL,SE,EE,IL,TW,GE,GB,BE,AZ",0.291329616,Europe,Europe,Northern Europe,0.399504663,0.441571632
ali,namsor_api_2.0.24,LATIN,687d7877-33fa-4d53-a61e-acd2f234a6ce,ali,,IQ,GE,"IQ,GE,AZ,BH,LB,SY,SA,IR,MD,UZ",1.297701392,Asia,Asia,Western Asia,0.473070557,0.473070557
lara,namsor_api_2.0.24,LATIN,92c2ab71-64bc-408a-b6ad-ad9f897aa10b,lara,,GE,HR,"GE,HR,IT,IL,MD,SE,CH,RU,AZ,CZ",1.216522726,Asia,Asia,Western Asia,0.470755641,0.470755641
lincoln,namsor_api_2.0.24,LATIN,edacbf47-cdb7-40a5-a251-27499ba2eecd,lincoln,,LR,KE,"LR,KE,ZA,NA,GB,TW,SE,MY,KH,NL",2.379646944,Africa,Africa,Western Africa,0.494540322,0.613228607
eliana,namsor_api_2.0.24,LATIN,ad87e85b-1eb9-44dc-9145-917b1b8e351a,eliana,,GE,BG,"GE,BG,IT,IL,MD,RO,RU,CY,TZ,MG",0,Asia,Asia,Western Asia,0.273663697,0.371927878
theo,namsor_api_2.0.24,LATIN,d9b7cb02-318f-441c-ae09-839c6ccb8d63,theo,,NL,FR,"NL,FR,ZA,BW,CH,DE,CM,BE,NA,CY",4.266109184,Europe,Europe,Western Europe,0.572683037,0.634597849
addison,namsor_api_2.0.24,LATIN,7e120e7b-a45a-4039-b021-58a0b8c53be8,addison,,ET,GB,"ET,GB,LR,KE,IL,MY,NA,ID,TW,NL",0.54089377,Africa,Africa,Eastern Africa,0.440380615,0.440380615
river,namsor_api_2.0.24,LATIN,3af1b0c8-184b-464c-ad5c-a4bd8792f000,river,,EE,DE,"EE,DE,IL,GE,CH,GB,AZ,DK,UZ,TW",4.295391232,Europe,Europe,Northern Europe,0.57387281,0.620131032
savannah,namsor_api_2.0.24,LATIN,399b9af3-1b6d-4e86-9314-907cc0772619,savannah,,LR,KE,"LR,KE,IE,AZ,IL,NA,GB,KH,MY,BN",2.858438499,Africa,Africa,Western Africa,0.499583212,0.499583212
flynn,namsor_api_2.0.24,LATIN,d61109e9-afbc-4c47-bec7-871b64679281,flynn,,GB,TW,"GB,TW,IE,KE,BE,NL,NA,DE,MY,MM",3.503659492,Europe,Europe,Northern Europe,0.526289686,0.538854877
bella,namsor_api_2.0.24,LATIN,ecdff705-c651-46b8-9f8c-6e9d751be2df,bella,,HU,IL,"HU,IL,IE,GB,NA,AZ,SE,KE,IT,CM",1.667997147,Europe,Europe,Eastern Europe,0.482309276,0.482309276
felix,namsor_api_2.0.24,LATIN,7db5599a-aca0-490a-a197-e082a50e2875,felix,,DE,CH,"DE,CH,KE,CM,FR,AT,IL,TZ,NA,MG",2.959413867,Europe,Europe,Western Europe,0.500402429,0.541698324
phoebe,namsor_api_2.0.24,LATIN,0ccc3e65-c1bc-4303-bf08-cedfe175b008,phoebe,,KE,VN,"KE,VN,IE,BW,GB,ZA,KH,TW,NA,NL",3.569718611,Africa,Africa,Eastern Africa,0.531772428,0.570309439
christian,namsor_api_2.0.24,LATIN,6e2f8665-9e30-46ef-b7a3-837a4e91418c,christian,,AT,DE,"AT,DE,DK,CH,SE,FR,GB,NO,BE,CM",2.470001143,Europe,Europe,Western Europe,0.49565666,0.502552083
ariana,namsor_api_2.0.24,LATIN,872e8245-683e-4635-bed2-411f03a82be4,ariana,,GE,RU,"GE,RU,ID,IL,UA,AM,RO,MD,IT,CY",0,Asia,Asia,Western Asia,0.348676422,0.432392069
leonardo,namsor_api_2.0.24,LATIN,f8be172d-af9f-4c72-a93b-0987c3fddd44,leonardo,,IT,HR,"IT,HR,GE,NL,NA,IL,ZA,DE,CM,CH",6.324474204,Europe,Europe,Southern Europe,0.672541146,0.804515264
summer,namsor_api_2.0.24,LATIN,1b76c841-66fa-4a78-bb98-ef95c51caaa9,summer,,TR,PK,"TR,PK,SA,AZ,IL,PS,JO,GE,AE,TW",0.111711538,Asia,Asia,Western Asia,0.369088223,0.494635863
billy,namsor_api_2.0.24,LATIN,41a1cd24-5692-4e2a-ad29-bd79b5281c70,billy,,KE,GB,"KE,GB,IL,IE,NA,CM,BG,ID,NL,TW",0,Africa,Africa,Eastern Africa,0.251590938,0.345983453
aaliyah,namsor_api_2.0.24,LATIN,f2e3c026-301e-4214-8bb5-5b8ccf58a67c,aaliyah,,MY,BN,"MY,BN,SA,LR,ID,AE,PK,AF,IL,ZA",0.193715582,Asia,Asia,South-Eastern Asia,0.383041908,0.46800257
zachary,namsor_api_2.0.24,LATIN,b30205f7-0462-4f65-9007-35b2a88119ed,zachary,,KE,TZ,"KE,TZ,IL,MG,GB,ZA,BN,MY,BF,CY",3.424317603,Africa,Africa,Eastern Africa,0.519237593,0.588701913
sadie,namsor_api_2.0.24,LATIN,dd21c018-372a-41af-9222-d78c642b570e,sadie,,GB,IE,"GB,IE,ZA,BF,IL,CI,LR,CM,NA,FR",0.013238199,Europe,Europe,Northern Europe,0.352251772,0.463820214
asher,namsor_api_2.0.24,LATIN,a73cc507-cc66-46d5-8b22-be07ed5ef244,asher,,IL,PK,"IL,PK,UZ,AF,KZ,BD,GE,ET,SA,SY",1.504382473,Asia,Asia,Western Asia,0.478491878,0.478491878
rose,namsor_api_2.0.24,LATIN,6220beb9-a4c7-4c42-be8a-a8a9f76f4f95,rose,,KE,IE,"KE,IE,CM,GB,LR,NL,FR,TZ,IL,CH",1.124009309,Africa,Africa,Eastern Africa,0.467990447,0.571842949
elias,namsor_api_2.0.24,LATIN,08997088-bb96-42a4-be90-08ea1348359a,elias,,LB,ET,"LB,ET,CY,NA,SE,IL,TZ,KE,CH,AT",2.575910033,Asia,Asia,Western Asia,0.49686121,0.552824445
maeve,namsor_api_2.0.24,LATIN,632d08b8-5a10-4848-a691-007245104170,maeve,,IE,FR,"IE,FR,EE,GB,CM,MG,CH,BE,NL,ZA",9.358323357,Europe,Europe,Northern Europe,0.8001084,0.839520678
lennox,namsor_api_2.0.24,LATIN,47749a49-35b7-4ae3-b7af-1ff04f0ffbdd,lennox,,NA,NL,"NA,NL,ZA,KE,SE,IL,BW,DK,GB,UZ",2.866296742,Africa,Africa,Southern Africa,0.499649657,0.499649657
claire,namsor_api_2.0.24,LATIN,3eaac286-a00d-4b08-bd67-4b8c7edd47e8,claire,,FR,CM,"FR,CM,GB,CH,IE,BE,BF,NL,CI,MG",1.802785009,Europe,Europe,Western Europe,0.485150485,0.592471449
bodhi,namsor_api_2.0.24,LATIN,25c244fa-910b-409f-9275-d29d87ba7f44,bodhi,,LK,IN,"LK,IN,ID,SA,UZ,GE,NA,BD,CI,ZA",0.131862233,Asia,Asia,Southern Asia,0.372524753,0.708200342
imogen,namsor_api_2.0.24,LATIN,90c69675-5b8e-48fa-bd6f-e906ea2f6925,imogen,,GB,NA,"GB,NA,NL,UZ,TM,GE,DK,IL,DE,EE",7.976178235,Europe,Europe,Northern Europe,0.746102075,0.755909217
nicholas,namsor_api_2.0.24,LATIN,b8890304-bf75-44a3-a1b8-7243500b1576,nicholas,,CY,KE,"CY,KE,GB,IE,DK,CH,SE,BE,FR,LB",0.882411636,Asia,Asia,Western Asia,0.460149393,0.562049126
zoey,namsor_api_2.0.24,LATIN,c151b2ac-9107-4ac8-8789-a2c3459f471c,zoey,,ZA,TW,"ZA,TW,GB,MY,NL,IL,UZ,BN,NA,RU",0,Africa,Africa,Southern Africa,0.323254303,0.381843534
angus,namsor_api_2.0.24,LATIN,e6e76d8e-2f33-478c-9277-890f1703f1e2,angus,,GB,NA,"GB,NA,EE,IE,ID,NL,LV,ET,BN,SE",3.115710918,Europe,Europe,Northern Europe,0.501531973,0.501531973
leah,namsor_api_2.0.24,LATIN,da4ced96-fd27-4822-b4f5-108495fa7338,leah,,IL,KE,"IL,KE,TZ,GB,MY,IE,LR,NA,BW,ZA",7.465155021,Asia,Asia,Western Asia,0.732729517,0.79754124
jude,namsor_api_2.0.24,LATIN,5e1d1b8f-fea9-4a9c-b70c-e81bd85b0f2a,jude,,CM,KE,"CM,KE,FR,IE,CF,GB,MG,CI,BF,CH",1.581170309,Africa,Africa,Middle Africa,0.480334801,0.500927802
jasmine,namsor_api_2.0.24,LATIN,23dbe6bd-0d6f-4ec1-abfc-7e14f4a49522,jasmine,,NL,CH,"NL,CH,GB,CM,BE,FR,NA,KE,LB,AM",0,Europe,Europe,Western Europe,0.318301175,0.370013816
roman,namsor_api_2.0.24,LATIN,35386b2e-c139-4d92-9700-8095788f6a26,roman,,UA,RU,"UA,RU,CZ,GE,AZ,IL,SK,MD,AT,UZ",2.474273415,Europe,Europe,Eastern Europe,0.495707376,0.588036917
elizabeth,namsor_api_2.0.24,LATIN,0358fa1d-9e17-4579-9670-7058a32a8ce9,elizabeth,,TZ,IE,"TZ,IE,KE,NA,GB,LR,AT,IL,CH,NO",0.781505203,Africa,Africa,Eastern Africa,0.456623759,0.469522386
vincent,namsor_api_2.0.24,LATIN,6a09caf1-5bbd-4ca4-b448-608f50a4501f,vincent,,FR,KE,"FR,KE,BE,NL,CM,SK,IE,CH,TD,CF",0.581650027,Europe,Europe,Western Europe,0.446835105,0.446835105
anna,namsor_api_2.0.24,LATIN,add9697d-a301-4485-90ff-b4e3d2ccf0c0,anna,,SK,PL,"SK,PL,SE,UA,AM,MD,RU,FI,CZ,IL",3.836385681,Europe,Europe,Eastern Europe,0.550721855,0.631493138
matthew,namsor_api_2.0.24,LATIN,0413127d-5104-4ac3-a722-916b5c7a5283,matthew,,GB,IE,"GB,IE,LR,NA,KE,MY,ET,NL,ZA,PL",0.187310805,Europe,Europe,Northern Europe,0.381955453,0.623606914
eden,namsor_api_2.0.24,LATIN,7f8d8e41-8280-42ad-a0cf-79252b74addb,eden,,ET,IL,"ET,IL,IE,ID,KE,TR,TW,NA,GE,GB",5.238921623,Africa,Africa,Eastern Africa,0.627166734,0.874412991
ezra,namsor_api_2.0.24,LATIN,c636d34e-9ae0-479f-a60e-079b1cfe5083,ezra,,IL,KE,"IL,KE,TZ,ET,MY,NL,MG,ID,BN,UZ",10.16346366,Asia,Asia,Western Asia,0.815077253,0.858566675
ari,namsor_api_2.0.24,LATIN,3ae5bfc6-3c8d-4c10-b787-b0e8c63f811b,ari,,ID,GE,"ID,GE,IL,FI,BN,AZ,MY,AM,NO,EE",0.302840662,Asia,Asia,South-Eastern Asia,0.401432228,0.475833415
pippa,namsor_api_2.0.24,LATIN,ad9fdcb6-df18-45c7-907d-478effdb3472,pippa,,GB,IT,"GB,IT,FI,SE,ZA,IN,NA,NL,TM,IL",1.64661297,Europe,Europe,Northern Europe,0.481833644,0.648755596
charles,namsor_api_2.0.24,LATIN,2aa4288d-0116-4299-9ed3-c1a355d7a397,charles,,KE,FR,"KE,FR,IE,GB,CM,CY,BE,LB,CH,NA",1.585167928,Africa,Africa,Eastern Africa,0.480428242,0.498985881
nora,namsor_api_2.0.24,LATIN,ebb292ea-074a-4144-8db0-d87f7421cdb9,nora,,GE,MY,"GE,MY,IE,HU,AM,IL,BN,BG,UZ,KH",0.541458777,Asia,Asia,Western Asia,0.440470581,0.479605649
luke,namsor_api_2.0.24,LATIN,5cb44377-5876-4981-b0a3-d338ba8edd1a,luke,,GB,NL,"GB,NL,IE,NA,ZA,KE,TW,CZ,FJ,DE",0.651392145,Europe,Europe,Northern Europe,0.451880366,0.474983387
valentina,namsor_api_2.0.24,LATIN,344b3df0-f8e9-4623-ba49-d3d30ebeb015,valentina,,RU,MD,"RU,MD,UA,BG,GE,SK,RO,LT,HR,CZ",0.175773184,Europe,Europe,Eastern Europe,0.379996677,0.613372096
spencer,namsor_api_2.0.24,LATIN,60eea961-aab7-4229-bebe-7c9c17c8e67a,spencer,,GB,TW,"GB,TW,KE,SI,UZ,ZA,LR,IL,NA,TR",5.285363765,Europe,Europe,Northern Europe,0.630265694,0.699226522
gabriella,namsor_api_2.0.24,LATIN,f75bc882-c6b0-46eb-a285-48da1be58493,gabriella,,IT,HU,"IT,HU,RO,BG,AT,SK,CH,IL,CY,HR",4.042015028,Europe,Europe,Southern Europe,0.562366711,0.762310496
ashton,namsor_api_2.0.24,LATIN,8ee1b776-54cc-46e6-b287-fae5fc90e6ad,ashton,,GB,UZ,"GB,UZ,ZA,IL,NA,TZ,AM,KE,NL,TJ",2.783904911,Europe,Europe,Northern Europe,0.498929367,0.498929367
zayn,namsor_api_2.0.24,LATIN,c39528f2-c165-4d1c-8b69-28a29adbbba9,zayn,,UZ,AZ,"UZ,AZ,TJ,KZ,AF,BD,BN,JO,MY,TM",2.528261431,Asia,Asia,Central Asia,0.496332703,0.579392866
quinn,namsor_api_2.0.24,LATIN,005a7a21-0ad6-48cd-a33a-ab034885ea38,quinn,,VN,TW,"VN,TW,NL,NA,ZA,KE,BE,GB,LR,AZ",0.695878344,Asia,Asia,South-Eastern Asia,0.453525849,0.467849243
koa,namsor_api_2.0.24,LATIN,6eadf2a4-1d0a-4b0d-a664-502f0ecdd6fb,koa,,CI,BF,"CI,BF,KH,UZ,FJ,NE,MY,JP,IL,LR",1.515003582,Africa,Africa,Western Africa,0.478752258,0.798585453
hallie,namsor_api_2.0.24,LATIN,3c1aedd9-484f-4baa-a079-a75ba364317a,hallie,,IL,NO,"IL,NO,LR,GB,IE,NA,LB,NL,DK,BF",0,Asia,Asia,Western Asia,0.311581453,0.3451607
owen,namsor_api_2.0.24,LATIN,c7bf0bf0-d8be-4204-965b-f745f253ab2c,owen,,IE,TW,"IE,TW,GB,KE,NA,ZA,NL,BW,TM,SE",6.488642117,Europe,Europe,Northern Europe,0.677475907,0.761173607
delilah,namsor_api_2.0.24,LATIN,f47b3385-867d-49d9-b284-b2e1bff26149,delilah,,BN,ID,"BN,ID,MY,IE,ZA,KE,LR,AF,NA,TZ",0.916796788,Asia,Asia,South-Eastern Asia,0.461318236,0.480111487
jaxon,namsor_api_2.0.24,LATIN,c628f62b-c720-44e4-b323-bbd30d19d9f8,jaxon,,UZ,KE,"UZ,KE,TW,LR,GB,TJ,NA,KR,KG,NL",15.36536086,Asia,Asia,Central Asia,0.921997767,0.925092484
sarah,namsor_api_2.0.24,LATIN,14bf35e8-6f68-4b4d-b60c-83976f302e99,sarah,,SA,LR,"SA,LR,IE,MY,KE,GB,AE,BN,EG,LB",1.085937463,Asia,Asia,Western Asia,0.466813593,0.466813593
maxwell,namsor_api_2.0.24,LATIN,533e67ab-7c2e-45f9-84d4-77b9f5d3341e,maxwell,,KE,GB,"KE,GB,LR,ZA,NA,IE,IL,CM,SE,UZ",0,Africa,Africa,Eastern Africa,0.345057975,0.400352401
lyla,namsor_api_2.0.24,LATIN,60ef382b-908d-41fb-a8dd-59db3b929c28,lyla,,IL,KH,"IL,KH,UA,BG,AZ,ZA,UZ,NA,RU,GB",0.114442703,Asia,Asia,Western Asia,0.369554242,0.497798275
isaiah,namsor_api_2.0.24,LATIN,a6682ff0-f7a1-4d40-b83f-c8b4a1a136ad,isaiah,,KE,LR,"KE,LR,IL,NA,IE,GB,MY,ID,TZ,BN",2.724334744,Africa,Africa,Eastern Africa,0.498374911,0.82390948
eliza,namsor_api_2.0.24,LATIN,b7743bcb-dc0a-4a1d-a941-c27e52ee9014,eliza,,GE,IL,"GE,IL,IE,TZ,AZ,NA,BG,GB,RU,CY",0.95721925,Asia,Asia,Western Asia,0.462670407,0.487671242
anthony,namsor_api_2.0.24,LATIN,de317ad3-4da3-4e35-98ce-7a69c7577fc3,anthony,,KE,GB,"KE,GB,LR,IE,FR,LB,MG,ID,RU,CY",1.375760771,Africa,Africa,Eastern Africa,0.475197687,0.475197687
adeline,namsor_api_2.0.24,LATIN,ef638498-161d-4377-b8e0-6afa7508c693,adeline,,FR,CM,"FR,CM,LB,CH,BF,CI,BE,TD,IE,GB",0.31371284,Europe,Europe,Western Europe,0.403249755,0.503502936
tyler,namsor_api_2.0.24,LATIN,33aaf5ef-2a43-44d6-8763-8c9906bb7492,tyler,,GB,UZ,"GB,UZ,ZA,TW,AZ,NL,IL,TM,TJ,KG",4.374467475,Europe,Europe,Northern Europe,0.576921367,0.604348757
molly,namsor_api_2.0.24,LATIN,30faca77-d8ae-4bdc-8303-bab95ee3129c,molly,,IE,GB,"IE,GB,IL,KE,BW,ZA,KH,NA,EG,LR",0,Europe,Europe,Northern Europe,0.23587259,0.320637454
connor,namsor_api_2.0.24,LATIN,06f3a122-c0d4-4dfe-be5a-60f5c9411acf,connor,,IE,GB,"IE,GB,SE,NL,MY,MD,DK,NA,IL,ZA",2.557580363,Europe,Europe,Northern Europe,0.496660448,0.742909155
harlow,namsor_api_2.0.24,LATIN,d3f87bc3-47fc-4a52-bfd8-71c47805c0e5,harlow,,MY,BN,"MY,BN,GB,TW,LR,NA,ZA,NL,ET,KE",4.698704285,Asia,Asia,South-Eastern Asia,0.587226715,0.645962721
annabelle,namsor_api_2.0.24,LATIN,6face608-1673-4d44-8c5d-f11f8aae391d,annabelle,,FR,DK,"FR,DK,CH,NL,SE,CM,BE,GB,EE,ZA",0,Europe,Europe,Western Europe,0.316351784,0.39950522
marcus,namsor_api_2.0.24,LATIN,2ce73466-3c36-47ae-9445-e02553d4f8a1,marcus,,SE,DE,"SE,DE,NL,AT,CH,LR,DK,EE,IE,BE",0.182217458,Europe,Europe,Northern Europe,0.381090993,0.479743571
clara,namsor_api_2.0.24,LATIN,47676c85-7b4c-4a5b-93ea-0dcf60137543,clara,,GB,SE,"GB,SE,IE,CH,IT,RO,MD,IL,AT,FR",0,Europe,Europe,Northern Europe,0.135902878,0.180506676
jake,namsor_api_2.0.24,LATIN,878a5e9a-0d4d-475e-a052-eb1707f6b6b8,jake,,GB,NL,"GB,NL,KR,SE,NA,DK,ZA,IE,IL,TW",5.091053351,Europe,Europe,Northern Europe,0.616295971,0.725492301
axel,namsor_api_2.0.24,LATIN,ffb8337d-d52f-4ced-ae1f-38031b5a1edf,axel,,DE,SE,"DE,SE,FR,DK,BE,IS,CH,NO,CM,NL",3.159237993,Europe,Europe,Western Europe,0.501818924,0.681661862
maddison,namsor_api_2.0.24,LATIN,27085342-127c-429c-ac63-ac4701fc40e1,maddison,,GB,LR,"GB,LR,KE,FR,NL,IE,NA,ZA,UZ,MG",4.193174468,Europe,Europe,Northern Europe,0.569568126,0.640534417
caleb,namsor_api_2.0.24,LATIN,e0f3101b-439c-46ec-841a-7827c2061661,caleb,,KE,LB,"KE,LB,GB,IL,TD,NA,AZ,ZA,NL,CM",12.14139532,Africa,Africa,Eastern Africa,0.865898569,0.894967181
ryder,namsor_api_2.0.24,LATIN,d09338ff-d412-484b-a1f2-4467af83bb1a,ryder,,IQ,UZ,"IQ,UZ,AZ,NL,KG,TW,IL,GB,DK,TN",0,Asia,Asia,Western Asia,0.33032399,0.406995418
dylan,namsor_api_2.0.24,LATIN,558199ce-69c8-4d00-bf0f-035f4705b916,dylan,,NL,IE,"NL,IE,FR,GB,KZ,TW,CM,MY,AZ,BG",0.355770599,Europe,Europe,Western Europe,0.410250835,0.434560486
dominic,namsor_api_2.0.24,LATIN,6d36d9ed-ca9c-4988-97dc-afbead840cc7,dominic,,CH,KE,"CH,KE,BE,GB,FR,IE,CM,HR,DE,NL",2.225665181,Europe,Europe,Western Europe,0.492434702,0.621808984
isabel,namsor_api_2.0.24,LATIN,bf97b615-df20-49e4-a6bf-0de7667e1283,isabel,,GB,CH,"GB,CH,BE,IE,FR,KE,SE,IL,CM,AT",0.228340551,Europe,Europe,Northern Europe,0.388903234,0.401028815
chelsea,namsor_api_2.0.24,LATIN,085b9043-22b1-4118-bd2c-a20ccf82e044,chelsea,,TW,KH,"TW,KH,GB,NA,KE,MY,NL,ZA,IL,RO",0.543400999,Asia,Asia,Eastern Asia,0.440779739,0.488347235
maryam,namsor_api_2.0.24,LATIN,6a434a22-75b9-4031-b10f-c0550ad0958b,maryam,,IR,AE,"IR,AE,AZ,AF,SY,SA,OM,PK,MA,EG",3.616042872,Asia,Asia,Southern Asia,0.535418121,0.737699789
alyssa,namsor_api_2.0.24,LATIN,808432ce-aaf7-494b-ac47-2abc366430e7,alyssa,,RU,IL,"RU,IL,GB,NL,AE,MY,UA,BF,LB,FR",0.754702505,Europe,Europe,Eastern Europe,0.455664185,0.455664185
victoria,namsor_api_2.0.24,LATIN,eab69e5b-badf-44ea-b61e-10338e871629,victoria,,MD,UA,"MD,UA,RU,BG,IL,LR,RO,NA,KE,TZ",5.408054568,Europe,Europe,Eastern Europe,0.637798887,0.743518406
aaron,namsor_api_2.0.24,LATIN,2e9485fa-9fbe-4fdf-88ad-f63beebc5dfa,aaron,,IL,LR,"IL,LR,GB,NL,KE,EE,IE,TW,MY,NA",3.311089176,Asia,Asia,Western Asia,0.5082217,0.623090505
indiana,namsor_api_2.0.24,LATIN,fe0199dc-1a52-4a92-a729-c955a54c9ec2,indiana,,GE,ID,"GE,ID,KZ,LK,RU,BG,NA,MD,UZ,AZ",4.760534557,Asia,Asia,Western Asia,0.588846548,0.672332909
rosie,namsor_api_2.0.24,LATIN,57f5b809-ab9f-4b37-bce7-c123a2d537a2,rosie,,GB,IE,"GB,IE,CM,NA,NL,ZA,IL,FR,MG,CH",1.264800321,Europe,Europe,Northern Europe,0.472144956,0.572582482
reuben,namsor_api_2.0.24,LATIN,c6cf05b8-d5ac-484e-b60e-57740e56c1b6,reuben,,KE,IL,"KE,IL,GB,TZ,NL,LR,NA,BG,IE,DK",1.143798986,Africa,Africa,Eastern Africa,0.468593256,0.772172738
toby,namsor_api_2.0.24,LATIN,04a61c8c-4093-457d-92ef-97f50d0e709d,toby,,GB,NL,"GB,NL,MG,IL,NA,TW,CH,ID,ZA,SE",1.571184246,Europe,Europe,Northern Europe,0.480100308,0.550608566
alexis,namsor_api_2.0.24,LATIN,55a9b48a-6913-4392-94d0-2c3becd4e982,alexis,,FR,CY,"FR,CY,RU,CM,CH,BE,GB,BY,TD,CF",2.735039276,Europe,Europe,Western Europe,0.498476697,0.502176353
hamish,namsor_api_2.0.24,LATIN,18851a27-3309-40a1-accc-1b2ed08f6e5f,hamish,,AF,PK,"AF,PK,BN,GB,AM,IR,AZ,IQ,IN,AE",5.573666202,Asia,Asia,Southern Asia,0.646618027,0.688676802
nathaniel,namsor_api_2.0.24,LATIN,64e103f9-c3d8-490a-a8db-77937cf41af4,nathaniel,,LR,CH,"LR,CH,FR,IL,CM,NA,KE,BE,GE,GB",0,Africa,Africa,Western Africa,0.278592958,0.314500748
