firstName,apiVersion,script,id,firstName,lastName,countryOrigin,countryOriginAlt,countriesOriginTop,score,regionOrigin,topRegionOrigin,subRegionOrigin,probabilityCalibrated,probabilityAltCalibrated
michael,namsor_api_2.0.24,LATIN,cc70773a-bd80-4de2-a5b8-773373d925af,michael,,AT,DE,"AT,DE,DK,CH,CZ,IE,FR,KE,NL,SE",1.5721264714990597,Europe,Europe,Western Europe,0.4801224993610511,0.4801224993610511
david,namsor_api_2.0.24,LATIN,be95123c-8c19-423d-847c-0e4edf352df2,david,,CZ,GB,"CZ,GB,KE,AM,IE,GE,CH,BE,SE,CM",0.24647435143682964,Europe,Europe,Eastern Europe,0.3919639560490813,0.47901962931620984
robert,namsor_api_2.0.24,LATIN,60bafe80-70f7-4be1-9429-6161715f764d,robert,,NL,AT,"NL,AT,GB,IE,DE,FR,KE,CH,BE,AM",0.09149684551608002,Europe,Europe,Western Europe,0.36563689568470925,0.4666416482079624
john,namsor_api_2.0.24,LATIN,409efa0a-08c0-43df-80b8-8208f470fb98,john,,KE,IE,"KE,IE,GB,DK,LR,NL,SE,NO,NA,TZ",0.9773886718489107,Africa,Africa,Eastern Africa,0.4633361049009738,0.562531986028542
james,namsor_api_2.0.24,LATIN,39d7009b-ba0d-4d17-9201-5490f5e66cf7,james,,KE,GB,"KE,GB,IE,LR,TZ,NA,FR,LB,NL,TW",1.3426391308823182,Africa,Africa,Eastern Africa,0.47430695667635303,0.4823412068217801
mark,namsor_api_2.0.24,LATIN,472cf126-b1a8-4400-a4fa-2b8a4449286b,mark,,NL,GB,"NL,GB,IE,IL,DK,BE,KE,DE,EE,CH",2.320525456256586,Europe,Europe,Western Europe,0.49376310997236667,0.6133783316140541
richard,namsor_api_2.0.24,LATIN,0dada3f6-d9e4-4184-9e8a-2c87390273b4,richard,,DE,AT,"DE,AT,NL,IE,GB,KE,CH,SE,NO,CM",1.318465244528695,Europe,Europe,Western Europe,0.47364583940414706,0.502814593420398
steven,namsor_api_2.0.24,LATIN,29c4cdcc-2b48-43d9-b947-24a4f046ab89,steven,,BE,GB,"BE,GB,NL,BG,KE,RS,RS,DE,NO,TW",1.3929243189677294,Europe,Europe,Western Europe,0.4756524037886596,0.5306675922519587
william,namsor_api_2.0.24,LATIN,0151c60e-10da-476f-8f0a-cc9093a9de3e,william,,IE,GB,"IE,GB,NL,KE,LR,DE,BE,NA,LB,TZ",0.34261351850479926,Europe,Europe,Northern Europe,0.40806594772273624,0.5349296165486107
daniel,namsor_api_2.0.24,LATIN,c087833c-40fe-4b34-a0a6-e7d403a370b6,daniel,,RO,CH,"RO,CH,ET,BG,CZ,KE,HR,IL,LR,SE",1.3652553582963889,Europe,Europe,Eastern Europe,0.47491705697744324,0.47491705697744324
thomas,namsor_api_2.0.24,LATIN,69b8e80a-7565-4e1d-9df1-fcb9709c8d40,thomas,,AT,DK,"AT,DK,DE,SE,IE,CH,NO,BE,NA,GB",2.8289251498525743,Europe,Europe,Western Europe,0.4993294690612906,0.5358661953515711
jeffrey,namsor_api_2.0.24,LATIN,9ca0c29a-f9c0-4546-b5c8-fa0939a808f9,jeffrey,,NL,KE,"NL,KE,GB,TW,BE,LR,NA,FR,ZA,IE",0,Europe,Europe,Western Europe,0.29554601655394663,0.392118516254781
timothy,namsor_api_2.0.24,LATIN,9077ce12-7aca-4532-8f05-d03ffb7fe185,timothy,,KE,IE,"KE,IE,GB,LR,NA,KH,BE,NL,ZA,TW",0.8226023274673029,Africa,Africa,Eastern Africa,0.45807653695069517,0.47773755662531486
kenneth,namsor_api_2.0.24,LATIN,5e4a3649-d37f-4ba9-a895-95343e4dbd68,kenneth,,KE,GB,"KE,GB,DK,KH,BW,NO,SE,IE,TZ,NA",3.000582787587648,Africa,Africa,Eastern Africa,0.5007156609131062,0.5026341599768398
ronald,namsor_api_2.0.24,LATIN,649c758b-0db0-40be-b630-9c92e1711e51,ronald,,NL,GB,"NL,GB,AT,KE,IE,DE,IL,NO,CM,CH",3.678248159642667,Europe,Europe,Western Europe,0.5400685007132944,0.5817293957341293
kevin,namsor_api_2.0.24,LATIN,f8085d82-37ce-4eb5-a511-6bf2d8c5aaf9,kevin,,KE,GB,"KE,GB,BE,EE,TW,IE,NL,FR,CM,DE",1.5598754835631266,Africa,Africa,Eastern Africa,0.47983289470218693,0.48186788340311015
gregory,namsor_api_2.0.24,LATIN,6359a882-35e8-436c-8eea-b701f215619c,gregory,,FR,BE,"FR,BE,GB,RU,IE,KE,CH,IL,TZ,NA",0,Europe,Europe,Western Europe,0.3124429025218476,0.4289605802953429
joseph,namsor_api_2.0.24,LATIN,d472d969-576c-4f70-8873-f921094be130,joseph,,KE,LR,"KE,LR,FR,IE,CM,DE,LB,BE,NA,TZ",1.9298872225144303,Africa,Africa,Eastern Africa,0.4875898529563391,0.4897057895138054
charles,namsor_api_2.0.24,LATIN,f524e682-ee36-4f9e-807f-8fc7ed9258b0,charles,,KE,FR,"KE,FR,IE,GB,CM,CY,BE,LB,CH,NA",1.5851679278054687,Africa,Africa,Eastern Africa,0.4804282423240542,0.49898588103707237
donald,namsor_api_2.0.24,LATIN,8ab36b4e-d522-4112-b81f-c7e722ff1164,donald,,GB,NL,"GB,NL,IE,CM,KE,BW,TZ,CH,DE,NA",2.9756253203956695,Europe,Europe,Northern Europe,0.5005271651908081,0.5149315299350115
paul,namsor_api_2.0.24,LATIN,b86ce6d2-df31-464b-b8a7-bf130e6a84aa,paul,,DE,FR,"DE,FR,KE,NL,GB,CM,CH,BE,RO,IE",1.8171662792717802,Europe,Europe,Western Europe,0.48543795391752337,0.49202785111469854
brian,namsor_api_2.0.24,LATIN,3e305a6c-6851-4ac4-804c-b2d5024c0c1f,brian,,DK,IE,"DK,IE,GB,KE,NL,CH,RO,AT,SK,DE",0,Europe,Europe,Northern Europe,0.3318152574654307,0.4714413272266201
christop,namsor_api_2.0.24,LATIN,925679e2-896d-4678-b638-6906240e7a1b,christop,,NL,DE,"NL,DE,AT,CY,CM,KH,KE,DK,CH,SE",0,Europe,Europe,Western Europe,0.27795646452825157,0.3381565957594181
anthony,namsor_api_2.0.24,LATIN,f273c271-7f06-4133-b9a2-5fa4c9c5efa9,anthony,,KE,GB,"KE,GB,LR,IE,FR,LB,MG,ID,RU,CY",1.3757607711813766,Africa,Africa,Eastern Africa,0.47519768724424155,0.47519768724424155
scott,namsor_api_2.0.24,LATIN,a990b232-e541-4c00-b595-71154f4881de,scott,,GB,TW,"GB,TW,IL,IE,NL,DE,ZA,NA,DK,KR",12.783906240232865,Europe,Europe,Northern Europe,0.8859965817969139,0.8978895181495525
robin,namsor_api_2.0.24,LATIN,739c3819-1db2-47cd-9d54-a0d7166081f9,robin,,NL,GB,"NL,GB,SE,CH,BE,EE,CZ,FR,DE,NO",3.7745123328068977,Europe,Europe,Western Europe,0.5467439736914437,0.6134777911626558
kelly,namsor_api_2.0.24,LATIN,dcfc5aa2-84d4-4790-909b-de29486a006c,kelly,,GB,BW,"GB,BW,KE,NL,BE,NA,IL,EE,TW,IE",0,Europe,Europe,Northern Europe,0.30296683169838035,0.42407708945181877
michelle,namsor_api_2.0.24,LATIN,81050c05-3ff0-4795-9c93-18dc84183072,michelle,,FR,CM,"FR,CM,DK,NL,CH,BE,GB,IE,ZA,LB",0.19674614918266597,Europe,Europe,Western Europe,0.3835557571293768,0.4228129711568959
maria,namsor_api_2.0.24,LATIN,d772e789-831d-4572-bab7-2ede9e11f8cb,maria,,SK,MD,"SK,MD,GE,RO,IT,BG,CY,PL,UA,SE",6.4166726692345355,Europe,Europe,Eastern Europe,0.6745864723044626,0.729767143427781
jennifer,namsor_api_2.0.24,LATIN,e3cb1507-7783-40a0-9633-3989e2438553,jennifer,,SE,GB,"SE,GB,DK,DE,NL,KE,FR,IE,TW,IL",1.0292072434541453,Europe,Europe,Northern Europe,0.46501850399384603,0.4961741095516318
eric,namsor_api_2.0.24,LATIN,e4125ad5-facc-4d01-bde7-bfc8b92b2e34,eric,,FR,BE,"FR,BE,KE,CM,CH,SE,NL,LR,MG,DE",0,Europe,Europe,Western Europe,0.2630506530496044,0.35781609877191006
tracy,namsor_api_2.0.24,LATIN,409b908a-90f0-4e76-9545-f7eed02d2dce,tracy,,GB,VN,"GB,VN,NA,KE,IE,ZA,TW,LR,LB,BW",1.2131887784032336,Europe,Europe,Northern Europe,0.47065833367735244,0.7120918788154272
tina,namsor_api_2.0.24,LATIN,2c40ac2f-a093-4ac9-a73a-6280346540e9,tina,,GE,HR,"GE,HR,SI,DK,BG,MG,SE,NA,RO,RS",4.454613796211741,Asia,Asia,Western Asia,0.5797804109418695,0.6389241297913437
michele,namsor_api_2.0.24,LATIN,5817117c-46eb-4b05-bb47-e3e9baa16be5,michele,,IT,FR,"IT,FR,CH,CM,BE,AT,ZA,NL,LB,DK",4.540001494633975,Europe,Europe,Southern Europe,0.5825899031984868,0.6302614233327153
stephani,namsor_api_2.0.24,LATIN,2cb9aff8-8ff6-4ca3-87b1-8d2068345037,stephani,,ID,TZ,"ID,TZ,GE,ZA,BG,CY,IL,MY,LK,NA",0,Asia,Asia,South-Eastern Asia,0.25446460143008276,0.3235051989544049
wendy,namsor_api_2.0.24,LATIN,c3dddf4f-ee2a-4e5b-9bcb-8d9808ba5c43,wendy,,NL,TW,"NL,TW,BE,GB,ID,ZA,NA,KE,BF,MY",2.2709405856060103,Europe,Europe,Western Europe,0.49308151816932966,0.5024364832925683
angela,namsor_api_2.0.24,LATIN,90d47392-e11e-42f0-9897-5f5c8058ce83,angela,,MD,GE,"MD,GE,RO,IT,BG,SK,CY,CH,SE,NL",0.7209540105685079,Europe,Europe,Eastern Europe,0.45444272113840745,0.45444272113840745
tammy,namsor_api_2.0.24,LATIN,08870fba-c267-443c-9a5b-8a71eab0c683,tammy,,VN,IL,"VN,IL,NL,GB,ZA,NA,TW,LR,ID,KE",0.11813196104300205,Asia,Asia,South-Eastern Asia,0.37018362434895197,0.43290601491190583
melissa,namsor_api_2.0.24,LATIN,afaec102-d736-4274-b888-c1485fa04c52,melissa,,NL,ET,"NL,ET,IL,ZA,NA,CM,GB,ID,FR,TZ",0.08728488114981996,Europe,Europe,Western Europe,0.364917346799587,0.364917346799587
matthew,namsor_api_2.0.24,LATIN,48f238c8-cc91-4f3f-9976-6f47350da5d6,matthew,,GB,IE,"GB,IE,LR,NA,KE,MY,ET,NL,ZA,PL",0.18731080452382826,Europe,Europe,Northern Europe,0.3819554529264672,0.6236069135820029
shannon,namsor_api_2.0.24,LATIN,806f5a21-6f81-4458-af98-150a22cd008d,shannon,,IL,TW,"IL,TW,UZ,GB,MY,NA,ZA,NL,IE,LK",1.0925451421818615,Asia,Asia,Western Asia,0.46701945791655924,0.485396864339931
heather,namsor_api_2.0.24,LATIN,55bc4400-d6e7-41c4-81eb-50a112562e86,heather,,GB,IE,"GB,IE,IL,NL,DE,KE,DK,CH,LR,NA",5.5886265790993335,Europe,Europe,Northern Europe,0.6473456315354127,0.6798823652330911
jason,namsor_api_2.0.24,LATIN,0cb7fb8d-87ef-4cd9-a88f-39b543f67d35,jason,,GB,NA,"GB,NA,KE,TW,NL,KR,IE,LR,UZ,MY",3.227955764907142,Europe,Europe,Northern Europe,0.5022492097773644,0.5268164525910619
amy,namsor_api_2.0.24,LATIN,ac090ad0-4133-4e73-b11e-4826fb5171df,amy,,GB,IL,"GB,IL,MY,NL,BN,EG,IE,TW,ID,VN",0,Europe,Europe,Northern Europe,0.30958894697014044,0.316016728509609
dawn,namsor_api_2.0.24,LATIN,7d976651-1009-44d8-84cb-860759b9c797,dawn,,GB,MM,"GB,MM,ZA,IE,IL,TW,NA,KR,KE,MY",11.054903840444618,Europe,Europe,Northern Europe,0.8492183627858946,0.9016988350837879
nicole,namsor_api_2.0.24,LATIN,a31904e5-42b1-497b-b9d7-14677ea3210c,nicole,,CH,NL,"CH,NL,FR,DK,BE,CM,GB,ZA,IT,LB",0.1553034629471109,Europe,Europe,Western Europe,0.37651667557833035,0.37651667557833035
rebecca,namsor_api_2.0.24,LATIN,f17394b8-1f04-4c9c-aa26-917610494f54,rebecca,,LR,IE,"LR,IE,GB,SE,CH,KE,NL,NA,TZ,DE",2.4039435853592734,Africa,Africa,Western Africa,0.49484884966504555,0.49484884966504555
jose,namsor_api_2.0.24,LATIN,92722b7c-5c73-45e3-a4e8-6d6b29a4a272,jose,,NL,FR,"NL,FR,KE,BE,CM,MG,IE,NA,CH,LB",0.5688970819450785,Europe,Europe,Western Europe,0.44482320697770317,0.44482320697770317
monica,namsor_api_2.0.24,LATIN,af01de61-e1d1-4cf9-9bb2-b55ee3cc997a,monica,,SK,RO,"SK,RO,RS,RS,SE,IT,TZ,BG,CH,NA",0.41923987950393804,Europe,Europe,Eastern Europe,0.42071661819669803,0.4961725969714809
andrea,namsor_api_2.0.24,LATIN,74eac458-6abc-46e1-9f99-1fd733861701,andrea,,IT,SK,"IT,SK,RO,HU,HR,AT,CH,CY,DE,CZ",0,Europe,Europe,Southern Europe,0.30302345461777325,0.31726418030611353
veronica,namsor_api_2.0.24,LATIN,8b3ef2cc-c693-43af-8912-d748caeb2a89,veronica,,MD,RS,"MD,RS,RS,SK,TZ,RO,BG,NA,MK,IT",3.0240927572925957,Europe,Europe,Eastern Europe,0.5008893712697333,0.5019616540559799
jessica,namsor_api_2.0.24,LATIN,6b3394ae-385e-424b-a830-1dcc4cb812ea,jessica,,SE,NL,"SE,NL,GB,RS,RS,NA,KE,LR,CH,IE",2.218597146207028,Europe,Europe,Northern Europe,0.49233157574019515,0.49233157574019515
ryan,namsor_api_2.0.24,LATIN,d9a9eba6-1b5f-4081-9110-f3e1782edc71,ryan,,GB,ID,"GB,ID,NL,TW,IE,BN,KH,MY,BG,SA",2.6567912001980787,Europe,Europe,Northern Europe,0.4977102026177688,0.5025795071769453
joshua,namsor_api_2.0.24,LATIN,6b882833-abae-4c6c-9c29-b18cbdbc77af,joshua,,KE,LR,"KE,LR,GB,TZ,NA,IL,IE,NL,FJ,TW",4.998932727961523,Africa,Africa,Eastern Africa,0.6086753290661489,0.7120507734923542
sarah,namsor_api_2.0.24,LATIN,be34ac88-1930-4bc2-8930-6f091a355d9b,sarah,,SA,LR,"SA,LR,IE,MY,KE,GB,AE,BN,EG,LB",1.0859374631068164,Asia,Asia,Western Asia,0.46681359268635036,0.46681359268635036
aaron,namsor_api_2.0.24,LATIN,67fccb57-c5bc-431d-a420-0b0184839406,aaron,,IL,LR,"IL,LR,GB,NL,KE,EE,IE,TW,MY,NA",3.311089175986896,Asia,Asia,Western Asia,0.5082217003183768,0.6230905054772465
erin,namsor_api_2.0.24,LATIN,fd5548f1-f17c-44c6-8532-7ae4dd4af0c5,erin,,SE,EE,"SE,EE,CH,NL,ID,TR,IL,CM,TW,DE",0,Europe,Europe,Northern Europe,0.24756507334771033,0.3100778525603604
juan,namsor_api_2.0.24,LATIN,29f494a6-e26f-41e8-a7ea-62abe8965765,juan,,TW,ID,"TW,ID,BN,NA,MY,ZA,KR,GE,CH,GB",7.996375567038572,Asia,Asia,Eastern Asia,0.7465030426664078,0.7496018166544162
jeremy,namsor_api_2.0.24,LATIN,219206a0-3c73-4ba9-a496-f419c2108699,jeremy,,FR,GB,"FR,GB,NL,KE,BE,CH,NA,IE,LR,TW",3.3247408630360304,Europe,Europe,Western Europe,0.5096123339925395,0.5356788112676687
jamie,namsor_api_2.0.24,LATIN,e66f8263-7638-4b71-ab21-56c8965fc7f6,jamie,,GB,LR,"GB,LR,IE,NL,ZA,LB,NA,MY,TW,KE",2.1170271415023865,Europe,Europe,Northern Europe,0.49078353832227306,0.6147947227043769
amanda,namsor_api_2.0.24,LATIN,7bde7d75-bcf3-42d7-9362-2edcc9dcfdd1,amanda,,ZA,LK,"ZA,LK,GB,NL,EG,SE,NA,GE,NE,TZ",1.1916152281865868,Africa,Africa,Southern Africa,0.4700244232046304,0.4700244232046304
amber,namsor_api_2.0.24,LATIN,1b4b22a1-dfc0-4990-966b-0aaeb91df356,amber,,GE,NL,"GE,NL,PK,GB,IL,ET,LR,BE,AZ,AE",0.8412831083787065,Asia,Asia,Western Asia,0.45872931225332364,0.4928124094738073
andrew,namsor_api_2.0.24,LATIN,335c8bb2-0e20-4301-aaf4-71b2d89bf13c,andrew,,GB,UA,"GB,UA,IE,KE,RU,PL,CY,NA,LR,BY",1.2469222150240937,Europe,Europe,Northern Europe,0.4716347782888557,0.6290943282199437
christina,namsor_api_2.0.24,LATIN,9c667c3c-5d81-45db-801e-feaed7e9bdbe,christina,,CY,AT,"CY,AT,SE,TZ,CH,BG,DK,NA,DE,IE",0.6229971324793472,Asia,Asia,Western Asia,0.45081787445972016,0.47809614465487366
elizabeth,namsor_api_2.0.24,LATIN,a534b24e-185f-4675-84a8-427340533552,elizabeth,,TZ,IE,"TZ,IE,KE,NA,GB,LR,AT,IL,CH,NO",0.7815052029051465,Africa,Africa,Eastern Africa,0.4566237592599471,0.46952238554676917
stephanie,namsor_api_2.0.24,LATIN,60ae5581-f537-47e0-902d-1711fef13e4f,stephanie,,GB,BE,"GB,BE,FR,CM,CH,NL,DE,IE,AT,ZA",0,Europe,Europe,Northern Europe,0.21244113836340486,0.27009166691461695
christopher,namsor_api_2.0.24,LATIN,8b885d5d-ce81-43ef-b82e-5035f1fac632,christopher,,GB,AT,"GB,AT,IE,DE,KE,DK,CH,SE,FR,BE",1.9129689196708566,Europe,Europe,Northern Europe,0.48727815968577687,0.48727815968577687
nicholas,namsor_api_2.0.24,LATIN,647b4a62-d7b0-4629-842f-3e42dfcbde62,nicholas,,CY,KE,"CY,KE,GB,IE,DK,CH,SE,BE,FR,LB",0.8824116358554009,Asia,Asia,Western Asia,0.46014939324425536,0.562049125883292
justin,namsor_api_2.0.24,LATIN,796024af-3f1f-4b19-90a8-33cea3fbb6d6,justin,,FR,CM,"FR,CM,KE,DE,SK,NL,GB,NA,MG,LR",0.3961968489368074,Europe,Europe,Western Europe,0.41693172671373085,0.45889883802163034
tiffany,namsor_api_2.0.24,LATIN,e405e8be-e3f7-454d-abc0-a8ad04747a06,tiffany,,TW,GB,"TW,GB,BE,ID,KH,FR,NL,MG,NA,VN",0.8602009285711284,Asia,Asia,Eastern Asia,0.45938544919826774,0.45938544919826774
sara,namsor_api_2.0.24,LATIN,6486b104-d5db-433f-966a-cf6088b49123,sara,,AZ,EG,"AZ,EG,AE,SA,KH,LK,MA,GE,JO,LB",0.5395282891119615,Asia,Asia,Western Asia,0.4401631336290257,0.4401631336290257
jonathan,namsor_api_2.0.24,LATIN,feb33694-5fa4-4d48-961c-bd3535181afe,jonathan,,SE,GB,"SE,GB,BE,FR,KE,NL,CH,LR,DK,DE",2.1219124471695108,Europe,Europe,Northern Europe,0.4908608799164667,0.49742533589008736
crystal,namsor_api_2.0.24,LATIN,5831741d-8388-4c0a-a6b6-24949a39c02b,crystal,,IL,MY,"IL,MY,CM,GB,ZA,TW,FR,NA,RO,CH",4.073343065039135,Asia,Asia,Western Asia,0.5639469387818378,0.5747729026761047
brandon,namsor_api_2.0.24,LATIN,fb42151e-d7ba-43e0-8493-622e930be67a,brandon,,GB,BG,"GB,BG,NL,ZA,RS,RS,NA,IL,CM,KE",0.2570888688601033,Europe,Europe,Northern Europe,0.3937524090938341,0.3937524090938341
vanessa,namsor_api_2.0.24,LATIN,642a26b5-ea52-42cd-a47b-82fe83642ea2,vanessa,,CM,BG,"CM,BG,BE,ZA,NL,AM,GB,IT,IL,FR",0.7170481732123948,Africa,Africa,Middle Africa,0.4543004228548183,0.49872508850340264
ashley,namsor_api_2.0.24,LATIN,d326bca6-ee6a-4958-bcc5-7c92f39f9ee3,ashley,,GB,ZA,"GB,ZA,NA,NL,IL,MY,KE,IE,ET,BN",4.721622593651879,Europe,Europe,Northern Europe,0.5878386359247033,0.6393460533402415
megan,namsor_api_2.0.24,LATIN,9f512029-bdfb-4b63-a6ab-b14e7c4a69e3,megan,,GB,MY,"GB,MY,TW,NA,IE,NL,ID,ZA,AZ,FR",1.590776515159621,Europe,Europe,Northern Europe,0.4805589235733267,0.4805589235733267
danielle,namsor_api_2.0.24,LATIN,1ba5db06-7c45-4e62-88f0-ebf069bc37fe,danielle,,FR,CM,"FR,CM,CH,NL,BE,DK,GB,CI,ZA,IE",0.019981355310621503,Europe,Europe,Western Europe,0.3534059581652793,0.4360476591229667
rachel,namsor_api_2.0.24,LATIN,2cac995c-b5ba-4f69-bed1-f4db1c7e07c4,rachel,,LB,CM,"LB,CM,FR,CH,GB,IE,NL,KE,IL,LR",3.0851165090683206,Asia,Asia,Western Asia,0.5013233270873259,0.5199758863599756
lauren,namsor_api_2.0.24,LATIN,6e1cc772-63de-4a3f-abd7-2e76e456b1cc,lauren,,GB,IE,"GB,IE,AM,BE,DK,NL,KZ,FR,IL,EE",2.609222816203767,Europe,Europe,Northern Europe,0.4972180826992507,0.4972180826992507
